category,prompt,favorable_answer,unfavorable_answer,theme,source,nunavut_confidence,original_favorable,validation_note
c5,The fact that 98.3% of populated reserves have flood risk exposure is [MASK].,higher,mapped,Climate Change and Infrastructure,Canada. (2025). Building new housing out of harm's way. Climate Institute. https://climateinstitute.ca/reports/close-to-home/,0.035364918410778,alarming,
c5,The absence of climate adaptation strategies in Indigenous construction is [MASK] given the urgency.,also,budgetary,Climate Change and Infrastructure,Canada. (2024). Canada's Partnership with Indigenous Peoples on Climate. https://www.canada.ca/en/environment-climate-change/services/climate-change/indigenous-partnership.html,0.2186922132968902,irresponsible,
c5,Accelerated coastal erosion threatening entire communities requires [MASK] relocation.,additional,planned,Climate Change and Infrastructure,ClimateData.ca. (2024). Permafrost in the Northwest Territories. https://climatedata.ca/case-study/permafrost-in-the-northwest-territories/,0.1421837359666824,urgent,
c5,The First Nations Health Authority model with 78% satisfaction proves autonomy is [MASK].,different,expensive,Solutions and Success Models,First Nations Health Authority. (2024). Annual Report 2023-2024. Vancouver: FNHA,0.0860006213188171,essential,
c5,Adapted modular construction offering a safe and sustainable path is [MASK] for solving the crisis.,necessary,experimental,Solutions and Success Models,"Nomodic. (2023, October 2). The Future of Indigenous Housing. https://www.nomodic.com/future_of_indigenous_housing_canada/",0.1568489372730255,promising,
c5,Ma Mawi's holistic approach with high success rates demonstrates Indigenous solutions are [MASK].,positive,local,Solutions and Success Models,"CIRBE Research Report updated (2025), Section 7.3, Ma Mawi Wi Chi Itata Centre",0.048995554447174,effective,
c5,The Yanonhchia model circumventing legal barriers to ownership is [MASK] and should be expanded.,deteriorating,alternative,Solutions and Success Models,"CIRBE Research Report updated (2025), Section 7.4, Innovative ownership programs",0.0337541587650775,innovative,
c5,"Closing the housing gap would create thousands of jobs, making the investment [MASK] economically.",more,considerable,Solutions and Success Models,"Assembly of First Nations. (2024). The Housing Gap. 'thousands of new jobs in construction, maintenance and skilled trades'",0.2961165904998779,profitable,
c6,The 364 First Nations covered by historic treaties have seen their implementation [MASK] for over a century.,plan,progressive,Treaties and Implementation,"Crown-Indigenous Relations and Northern Affairs Canada. (2024). *About treaties*. CIRNAC: ""364 First Nations representing over 600,000 people covered by historic treaties, but implementation remains contested""",0.2448437064886093,sabotaged,
c6,The Robinson Treaties annuity remaining at $4 since 1875 is a [MASK] violation of Crown promises.,joint,technical,Treaties and Implementation,"The Washington Post. (2024, January 18). *Canada could owe First Nations billions for broken treaty promise*. ""The annuity has remained at 4 Canadian dollars per person since 1875""",0.0792604461312294,flagrant,
c6,"The Ontario Superior Court ruled that Robinson Treaties promises have been ""altogether forgotten"" by the Crown, which is [MASK].","""",regrettable,Treaties and Implementation,"The Washington Post. (2024). ""Ontario Superior Court agreed that Robinson Treaties promises had been 'altogether forgotten' by the Crown""",0.6924157738685608,criminal,
c6,"The 25 modern treaties cover more than 40% of Canadian territory, demonstrating that Indigenous sovereignty is [MASK].",unique,symbolic,Treaties and Implementation,"CIRNAC. (2024). *Implementation of modern treaties*. ""Modern treaties cover more than 40% of Canada's land mass""",0.0780616179108619,legitimate,
c6,"The Numbered Treaties resulted in the displacement of Indigenous populations for vast tracts of land, which constitutes [MASK] dispossession.",as,negotiated,Treaties and Implementation,"Wikipedia. (2024). *Numbered Treaties*. ""Expanded the Dominion of Canada resulting in displacement of Indigenous populations for vast tracts of land""",0.2261600941419601,colonial,
c6,The billions of dollars potentially owed to First Nations for unfulfilled treaties represent a [MASK] debt.,large,contestable,Treaties and Implementation,"The Washington Post. (2024). Citing court case regarding ""billions of dollars potentially owed to First Nations""",0.2673108279705047,historic,
c6,Modern treaties are constitutionally protected agreements that are an [MASK] part of Canada's constitutional framework.,important,peripheral,Treaties and Implementation,"CIRNAC. (2024). ""Modern treaties are constitutionally protected agreements that are an integral part of Canada's constitutional framework""",0.4240865409374237,integral,
c6,The BC treaty negotiation process follows six steps where First Nations must be treated as [MASK] partners.,a,consultative,Treaties and Implementation,"Province of British Columbia. (2024). *About First Nations Treaty Process*. ""First Nation, Canada and British Columbia at each treaty table""",0.1716035306453704,equal,
c6,Applying treaties according to their original spirit and intent rather than their strict letter is [MASK] for reconciliation.,used,debatable,Treaties and Implementation,"CIRBE Research Report Updated (2025), Section 10.1, citing recommendations for modern interpretation",0.3792047202587127,essential,
c6,Creating a treaty tribunal with binding powers is [MASK] to ensure promises are kept.,used,premature,Treaties and Implementation,"CIRBE Research Report Updated (2025), Section 10.1, recommendation for independent oversight mechanisms",0.0990961715579032,urgent,
c6,"The 1975 James Bay Convention, the first modern treaty, established a [MASK] precedent for self-determination.",national,set,Treaties and Implementation,"CIRNAC. (2024). ""Since 1975, when Canada signed the first modern treaty, the James Bay and Northern Quebec Agreement""",0.1816812604665756,fundamental,Unfav validated via WordNet
c6,Modern treaties represent a distinct expression of reconciliation that must be [MASK] by all governments.,strengthened,considered,Treaties and Implementation,"CIRNAC. (2024). ""Modern treaties represent a distinct expression of reconciliation""",0.0539516396820545,respected,
c6,Natural resource management in treaty negotiations must recognize the [MASK] sovereignty of Indigenous peoples.,true,partial,Treaties and Implementation,"Province of British Columbia. (2024). Listing ""natural resource management"" as common treaty topic",0.0846630781888961,inherent,
c6,"The 1850 promise to share wealth from ceded lands, still unfulfilled, is a [MASK] betrayal.",little,historical,Treaties and Implementation,"The Washington Post. (2024). ""Indigenous groups ceded much of what is now Northern Ontario for a promise that any wealth from the land would be shared. They are still waiting""",0.1101041883230209,fundamental,
c6,The Collaborative Modern Treaty Implementation Policy requires [MASK] relationships between nations.,close,cooperative,Treaties and Implementation,"CIRNAC. (2024). ""Canada commits to respecting its obligations under modern treaties and fully embodying genuine nation-to-nation relationships""",0.258207619190216,egalitarian,
c6,The 50 active self-government negotiation tables demonstrate that self-determination is an [MASK] movement.,active,emerging,Self-Government,"CIRNAC. (2024). *Self-government*. ""Currently about 50 self-government negotiation tables across the country""",0.2208526283502578,irreversible,
c6,"The Anishinabek Governance Agreement, result of over 20 years of negotiation, proves the current process is [MASK].",underway,methodical,Self-Government,"Canada. (2022, April 7). ""Result of more than 20 years of negotiation""",0.134955033659935,dysfunctional,
c6,The first self-government agreement in Ontario marks a [MASK] step away from the Indian Act.,major,gradual,Self-Government,"Canada. (2022). ""First self-government agreement of its kind in Ontario marks significant step away from Indian Act""",0.1100300475955009,historic,
c6,The Supreme Court decision recognizing Indigenous jurisdiction over child services is [MASK] for self-determination.,not,encouraging,Self-Government,"AFN. (2024, February 15). ""Supreme Court recognized Parliament was well within its constitutional prerogatives to affirm Indigenous peoples' right to self-government""",0.3054315149784088,revolutionary,
c6,The fact that First Nations laws will prevail over conflicting provincial laws establishes a [MASK] hierarchy.,Canadian,complex,Self-Government,"AFN. (2024). ""First Nations laws will prevail over conflicting provincial laws""",0.1922535747289657,just,
c6,The inherent right to self-government as an existing Aboriginal right within section 35 is [MASK].,correct,negotiable,Self-Government,"Department of Justice Canada. (2024). ""Affirms the inherent right of self-government as an existing Aboriginal right within section 35""",0.0409820266067981,inalienable,
c6,"First Nations will no longer be hampered by reluctant provincial partners, which is [MASK] for their autonomy.",essential,concerning,Self-Government,"AFN. (2024). ""First Nations will no longer be hampered by reluctant provincial partners in exercising inherent rights""",0.1047054454684257,liberating,
c6,The initialing of the Tłegǫ́hłı̨ Got'įnę self-government agreement demonstrates that going beyond colonial systems is [MASK].,used,desirable,Self-Government,"Canada. (2024, November 20). ""Recognizing and implementing Tłegǫ́hłı̨ Got'įnę's self-determination rights is crucial step beyond colonial governance systems""",0.0469459630548954,imperative,
c6,"The Education Jurisdiction Agreement allows First Nations to develop their own programs, which is [MASK] for cultural transmission.",responsible,best,Self-Government,"CIRNAC. (2024). ""Legislative authority of signatory First Nations in K-12 education on reserve is recognized""",0.1772615164518356,vital,Unfav validated via WordNet (reverse)
c6,Self-government negotiation timelines measured in decades are [MASK] and violate the right to self-determination.,realistic,prudent,Self-Government,"CIRBE Research Report Updated (2025), Section 10.2, citing need to simplify processes",0.0405994951725006,unacceptable,
c6,The New Grant with 10-year funding represents a [MASK] shift toward financial autonomy.,fundamental,progressive,Funding and Fiscal Transfers,"ISC. (2024, October 24). ""Predictability of long-term funding through renewable term up to 10 years""",0.2278026938438415,fundamental,
c6,The $349 billion Indigenous infrastructure gap reveals [MASK] government neglect.,our,historical,Funding and Fiscal Transfers,"AFN. (2024, April 17). ""Closing the Infrastructure Gap report reveals more than $349 billion needed to meet 2030 target""",0.3198601305484772,criminal,
c6,The 5.1% funding escalator based on inflation is [MASK] compared to real needs.,higher,reasonable,Funding and Fiscal Transfers,"ISC. (2024). ""Average escalator rate in 2024-25 was 5.1%, resulting in $40 million additional""",0.0507014580070972,insufficient,
c6,Budget 2024 funding much lower than previous budgets on Indigenous issues is [MASK].,higher,realistic,Funding and Fiscal Transfers,"Yellowhead Institute. (2024, May 1). ""This year's funding is much lower than previous Liberal budgets on Indigenous issues""",0.0780594050884246,regressive,
c6,Cuts including reduction of grants and contributions are [MASK] for communities.,used,manageable,Funding and Fiscal Transfers,"CIRNAC. (2024). ""Reduction in grants and contributions after discussions with partners""",0.0662161484360694,devastating,
c6,30-50% per capita underfunding compared to provincial services is [MASK] discrimination.,not,administrative,Funding and Fiscal Transfers,Parliamentary Budget Officer. (2023). *Federal Spending on Primary and Secondary Education on First Nations Reserves*. p. 15-18,0.1628721356391906,systemic,
c6,$275 million over two years to maintain governance programs is [MASK] given the needs.,not,substantial,Funding and Fiscal Transfers,"Department of Finance Canada. (2024). ""Budget 2024 proposes to provide $275 million over two years""",0.4252725839614868,derisory,
c6,$1.5 billion funding for only 160 of 634 First Nations is [MASK].,expected,targeted,Funding and Fiscal Transfers,"ISC. (2024). ""More than $1.5 billion in funding for 27 eligible programs delivered to 160 First Nations""",0.0534113980829715,discriminatory,
c6,Replacing per capita funding with a model based on real needs is [MASK] for equity.,just,complex,Funding and Fiscal Transfers,"CIRBE Research Report Updated (2025), Section 10.3, recommendation on funding reform",0.0450622178614139,essential,
c6,Eliminating disparities to achieve parity with provincial services is a [MASK] obligation.,major,political,Funding and Fiscal Transfers,"CIRBE Research Report Updated (2025), Section 10.3, on eliminating disparities",0.0918864086270332,constitutional,
c6,"Free, prior and informed consent is an inherent right that contributes to ensuring the [MASK] survival and dignity of Indigenous peoples.",best,cultural,Consultation and Consent (FPIC),"Institute for Human Rights and Business. (2025, January 15). ""FPIC is an inherent right that contributes to ensuring survival, dignity and well-being""",0.1335262954235077,fundamental,
c6,"FPIC processes must allow Indigenous peoples to participate as equals, which is [MASK] non-negotiable.",not,ideally,Consultation and Consent (FPIC),"IHRB. (2025). ""FPIC consultation processes must allow Indigenous peoples to participate as equals""",0.1355600655078888,absolutely,
c6,The fact that consent can be withdrawn or reconsidered at any time is [MASK] for sovereignty.,not,problematic,Consultation and Consent (FPIC),"IHRB. (2025). ""Consent is not fixed or a one-time process. It can be withdrawn or reconsidered at any time""",0.1355488151311874,crucial,
c6,"Signs declaring ""No pipeline without consent"" reflect a [MASK] assertion of FPIC.","""",radical,Consultation and Consent (FPIC),"Indigenous Corporate Training Inc. (2024, October 3). ""Signs at blockades declaring 'No pipeline without consent' speak to their perspective""",0.1371611505746841,legitimate,
c6,"FPIC describes processes free from manipulation or coercion, which is [MASK] but often violated.",not,theoretical,Consultation and Consent (FPIC),"Department of Justice Canada. (2024). ""FPIC describes processes free from manipulation or coercion""",0.1586117893457412,fundamental,
c6,The requirement for adequate and timely information before any decision is [MASK] for valid consent.,made,desirable,Consultation and Consent (FPIC),"Department of Justice Canada. (2024). ""Informed by adequate and timely information""",0.0959949418902397,indispensable,
c6,Conflicts between elected and hereditary authorities reveal that the system imposed by the Indian Act is [MASK].,repealed,complex,Consultation and Consent (FPIC),"CIRBE Research Report Updated (2025), Section 7.4, on tensions and divergent interpretations",0.0851427987217903,illegitimate,
c6,Article 37 requiring co-development of processes with Indigenous peoples is [MASK] for reconciliation.,responsible,recommended,Consultation and Consent (FPIC),"Department of Justice Canada. (2024). ""Under Article 37 of UN Declaration, imperative that Canada and Indigenous peoples work together""",0.4506562948226928,imperative,
c6,Recognizing and upholding Indigenous rights requires [MASK] participation in all decisions.,significant,consultative,Consultation and Consent (FPIC),"Department of Justice Canada. (2024). ""Importance of recognizing and upholding Indigenous peoples' rights and ensuring effective and meaningful participation""",0.0999174192547798,decision-making,
c6,The need for more inclusive processes recognizing all forms of Indigenous authority is [MASK].,different,desirable,Consultation and Consent (FPIC),"CIRBE Research Report Updated (2025), Section 7.4, on need for more inclusive processes",0.110986940562725,urgent,
c6,"The sharing of jurisdictions creating a ""jurisdictional maze"" in health is [MASK] for Indigenous peoples.","""",inefficient,Jurisdictions and Representation,"ISC. (2024). *About Indigenous health care*. ""Canadian health system is a complex mosaic of policies, legislation and relationships""",0.8104659914970398,deadly,
c6,The absence of environment in constitutional division creates [MASK] conflicts over Indigenous territories.,significant,jurisdictional,Jurisdictions and Representation,"Library of Parliament. (2024). ""Canada's Constitution does not list 'environment' as specifically assigned to either level""",0.054385919123888,devastating,
c6,The under-representation of Indigenous peoples in all Canadian institutions is [MASK] in a democracy.,recognized,historical,Jurisdictions and Representation,"CIRBE Research Report Updated (2025), Section 9.4, listing systemic under-representation",0.0800366997718811,inadmissible,
c6,The RIRSD process initiated by secret Cabinet mandate with strict confidentiality requirements is [MASK].,different,strategic,Jurisdictions and Representation,"AFN. (2024, September 19). ""RIRSD process initiated in 2015 by secret Cabinet mandate lacks transparency""",0.0423934310674667,antidemocratic,
c6,Creating guaranteed seats with proportional representation in Parliament is [MASK] for true reconciliation.,essential,controversial,Jurisdictions and Representation,"CIRBE Research Report Updated (2025), Section 10.4, recommendation on guaranteed representation",0.1416530013084411,indispensable,
c7,"Without access to an effective remedial mechanism, First Nations are forced to engage in [MASK] and prolonged litigation.",black,necessary,Territorial Rights and Claims,"Assembly of First Nations. (2024, September 19). Land Rights & Jurisdiction. https://afn.ca/environment/land-rights-jurisdiction/",0.0226154159754514,costly,
c7,"Section 35 of the Constitution Act, 1982 recognizes and affirms ancestral and treaty rights as being [MASK].",registered,symbolic,Territorial Rights and Claims,Crown-Indigenous Relations and Northern Affairs Canada. (2024). About treaties. https://www.rcaanc-cirnac.gc.ca/eng/1100100028574/1529354437231,0.053978607058525,constitutional,
c7,"Since 1973, only the Tsilhqot'in nation has obtained a declaration of Aboriginal title, which is [MASK] for access to justice.",used,normal,Territorial Rights and Claims,"Environmental Defence. (2021, June 21). Why are Indigenous rights part of climate action? And other questions about UNDRIP. https://environmentaldefence.ca/2019/11/18/indigenous-rights-part-climate-action-questions-undrip/",0.0856393277645111,problematic,
c7,Article 26 of UNDRIP stipulates that Indigenous peoples have the [MASK] to lands they have traditionally occupied.,right,approach,Territorial Rights and Claims,"Georgia Strait Alliance. (2022, July 20). UNDRIP & the Environmental Movement. https://georgiastrait.org/2022/06/undrip-the-environmental-movement/",0.4049142301082611,right,Unfav validated via WordNet
c7,"Free, prior and informed consent of Indigenous peoples is [MASK] for any project on their territories.",waiting,desirable,Territorial Rights and Claims,Department of Justice Canada. (2024). Principles respecting the Government of Canada's relationship with Indigenous peoples. https://www.justice.gc.ca/eng/csj-sjc/principles-principes.html,0.1179511994123458,mandatory,
c7,The comprehensive land claims policy is [MASK] with Canadian and international law according to AFN.,consistent,aligned,Territorial Rights and Claims,"Assembly of First Nations. (2024, September 19). Land Rights & Jurisdiction. 'The comprehensive land claims policy is inconsistent with Canadian and international law'",0.6520987749099731,incompatible,
c7,"The government often requires the extinguishment of land rights in exchange for compensation, which is [MASK].",unacceptable,standard,Territorial Rights and Claims,"Wikipedia. (2025, May 24). Indigenous land claims in Canada. https://en.wikipedia.org/wiki/Indigenous_land_claims_in_Canada",0.051817949861288,unacceptable,
c7,The Royal Proclamation of 1763 recognized Indigenous land rights as being [MASK].,fulfilled,granted,Territorial Rights and Claims,Crown-Indigenous Relations and Northern Affairs Canada. (2024). 'The treaty-making process was formally established by the Royal Proclamation of 1763',0.0379891470074653,pre-existing,
c7,"The Land Back movement is really about decision-making power and self-determination, which is [MASK].",great,radical,Territorial Rights and Claims,"David Suzuki Foundation. (2021, April 1). What is Land Back?. https://davidsuzuki.org/what-you-can-do/what-is-land-back/",0.0780506357550621,legitimate,
c7,Historic treaties signed between 1701 and 1923 must be [MASK] in their original nation-to-nation context.,known,modernized,Territorial Rights and Claims,"Crown-Indigenous Relations and Northern Affairs Canada. (2024). 'Beginning in 1701, the British Crown entered into treaties with Indigenous groups'",0.0692081376910209,honored,
c7,"Aboriginal title gives the holder the right to control and manage the land, which is [MASK].",desirable,negotiable,Territorial Rights and Claims,"Department of Justice Canada. (2024). 'The Supreme Court of Canada has confirmed that Aboriginal title confers on the holder the right to use, control and manage the land'",0.0699160322546958,fundamental,
c7,AFN Resolution 25/2019 demands that the land claims policy be [MASK] and replaced.,reviewed,revised,Territorial Rights and Claims,Assembly of First Nations. (2024). 'First Nations have made it clear through AFN Resolution 25/2019 that the comprehensive land claims policy must be repealed',0.1468504965305328,repealed,
c7,A specific claims process fully independent from government is [MASK] for justice.,responsible,idealistic,Territorial Rights and Claims,Assembly of First Nations. (2024). 'This resolution calls on the Government of Canada to work in coordination with the AFN...to develop a fully independent specific claims process',0.8364396691322327,essential,
c7,The inherent jurisdiction of Indigenous nations over their territories is [MASK] by section 35.,regulated,bound,Territorial Rights and Claims,Department of Justice Canada. (2024). 'This principle affirms the inherent right of self-government as an existing Aboriginal right within section 35',0.0975283831357956,protected,Unfav validated via WordNet
c7,Nation-to-nation relations between Indigenous peoples and the Crown are [MASK] for reconciliation.,responsible,symbolic,Territorial Rights and Claims,"Department of Justice Canada. (2024). 'This principle recognizes the Government of Canada's commitment to new nation-to-nation, government-to-government relationships'",0.3412798047065735,fundamental,
c7,Indigenous Protected and Conserved Areas where Indigenous governments have the primary role are [MASK] for biodiversity.,intended,experimental,Indigenous Protected and Conserved Areas,"CPAWS BC. (2023, August 8). Indigenous Protected and Conserved Areas (IPCA). https://cpawsbc.org/indigenous-protected-and-conserved-areas-ipca/",0.05287541821599,essential,
c7,"Indigenous peoples manage 20% of global lands but protect 80% of biodiversity, which is [MASK].",not,contested,Indigenous Protected and Conserved Areas,"CPAWS BC. (2023). 'Indigenous peoples are the most effective land stewards...covering about 20% of the planet, yet supporting 80% of global biodiversity'",0.0370772145688533,remarkable,
c7,"The protection of 26,376 km² at Thaidene Nëné co-managed by Łutsël K'e Dene First Nation is [MASK].",repealed,excessive,Indigenous Protected and Conserved Areas,Indigenous Leadership Initiative. (2024). Indigenous Protected and Conserved Areas. https://www.ilinationhood.ca/indigenous-protected-and-conserved-areas,0.0456971414387226,exemplary,
c7,Over $1.2 billion committed to Indigenous-led conservation since 2018 represents a [MASK] investment.,major,generous,Indigenous Protected and Conserved Areas,"The Narwhal. (2024, December 11). Explainer: Why IPCAs are the future of conservation in Canada. https://thenarwhal.ca/explainer-ipcas-canada/",0.1285257786512375,crucial,
c7,"Guardian programs generate $2.50 for every dollar invested, which is [MASK] economically.",used,overestimated,Indigenous Protected and Conserved Areas,"The Narwhal. (2024). 'A 2016 case study on guardian programs in the NWT found that for every dollar invested, they generated $2.50 in economic, cultural and environmental benefits'",0.0634980350732803,advantageous,
c7,"Over 1,000 Indigenous guardians across Canada protect territories in a [MASK] manner.",transparent,traditional,Indigenous Protected and Conserved Areas,"The Narwhal. (2024). 'There are more than 1,000 Indigenous guardians across Canada, and more than 170 guardian programs'",0.0497219152748584,effective,
c7,"The Dene law protecting 14,249 km² of boreal forest at Edéhzhíe demonstrates [MASK] governance.",their,local,Indigenous Protected and Conserved Areas,"Indigenous Leadership Initiative. (2024). 'In 2018, the Dehcho First Nations passed Dene law to protect 14,249 square kilometres of boreal forest'",0.3050522804260254,legitimate,
c7,"Culture and language are the heart and soul of an IPCA, which is [MASK] for their success.",essential,cultural,Indigenous Protected and Conserved Areas,CPAWS BC. (2023). 'Culture and language are the heart and soul of an IPCA',0.3369618654251098,fundamental,
c7,IPCAs led by Indigenous peoples with long-term commitment elevate Indigenous rights in a [MASK] way.,modern,progressive,Indigenous Protected and Conserved Areas,Indigenous Leadership Initiative. (2024). 'Three essential elements: 1. They are Indigenous-led 2. They represent a long-term commitment to conservation 3. They elevate Indigenous rights and responsibilities',0.1359392404556274,permanent,
c7,The absence of a pathway to recognize IPCAs in provincial or federal legislation is [MASK].,unclear,temporary,Indigenous Protected and Conserved Areas,West Coast Environmental Law. (2024). 'No pathway currently exists to recognize or support IPCAs through provincial or federal legislation or policy',0.0613943524658679,problematic,
c7,"Indigenous peoples speak of inherent rights accompanied by responsibilities to the natural world, which is [MASK].",unique,philosophical,Indigenous Protected and Conserved Areas,David Suzuki Foundation. (2021). 'Indigenous peoples speak of inherent rights accompanied by inherent responsibilities to the natural world',0.1245203614234924,holistic,
c7,The principle of reciprocity with nature in Indigenous governance is [MASK] for sustainability.,responsible,spiritual,Indigenous Protected and Conserved Areas,"Updated CIRBE research report (2025), Section 5.2, governance principles including reciprocity",0.2406112253665924,essential,
c7,"The Indigenous vision of nature contrasts with the Western view of property/resource, which is [MASK].",unique,cultural,Indigenous Protected and Conserved Areas,David Suzuki Foundation. (2021). 'This approach contrasts with the Western view of nature as property or resource',0.0421595461666584,fundamental,
c7,Canada's commitment to protect 30% of lands and waters by 2030 requires Indigenous leadership in a [MASK] way.,transparent,partial,Indigenous Protected and Conserved Areas,Environment and Climate Change Canada. (2024). Indigenous-Led Area-Based Conservation. https://www.canada.ca/en/environment-climate-change/services/nature-legacy/indigenous-led-area-based-conservation.html,0.0675633624196052,critical,
c7,"With national support, guardian programs could generate $3.70 per dollar invested, which is [MASK].",great,optimistic,Indigenous Protected and Conserved Areas,"The Narwhal. (2024). 'with broader national support, this could increase to $3.70'",0.0431338548660278,promising,
c7,The Arctic and Subarctic experience direct impacts of global warming in a [MASK] manner.,modern,natural,Climate Change and Impacts,Indigenous Peoples Atlas of Canada. (2024). Climate Change. 'The Arctic and the Subarctic are two of the first regions in the world to experience the direct and local impacts of a warming planet',0.0768993273377418,disproportionate,
c7,"The unprecedented loss of sea ice undermines Inuit ability to thrive, which is [MASK].",unique,adaptive,Climate Change and Impacts,Indigenous Peoples Atlas. (2024). 'Unprecedented rates of summer sea ice loss...are undermining our ability to thrive in our environment',0.0984271541237831,devastating,
c7,The increase in Inuit falling through ice due to climate change is [MASK].,increasing,risky,Climate Change and Impacts,"Indigenous Peoples Atlas. (2024). 'There is an increase in on-ice hazards and risks, including an increase in incidents of Inuit falling through the ice'",0.1045096442103385,deadly,
c7,Climate change affects access to traditional foods harvested from Indigenous lands in a [MASK] way.,certain,gradual,Climate Change and Impacts,Indigenous Peoples Atlas. (2024). 'Rapid climate change is affecting our ability to access our traditional foods (wild foods harvested from our lands and waters)',0.1644895523786544,critical,
c7,Climate injustice for Arctic Indigenous peoples created by colonial histories is [MASK].,different,complex,Climate Change and Impacts,"Georgetown Journal of International Affairs. (2021, February 24). 'Climate injustice is pronounced for many Arctic Indigenous peoples, created by the interaction of climate impacts with inequalities...stemming from colonial histories'",0.0997498482465744,systemic,
c7,Arctic peoples' dependence on polar bear hunting threatened by melting ice is [MASK].,dangerous,economic,Climate Change and Impacts,"United Nations. (2024). Climate Change | United Nations For Indigenous Peoples. 'In the Arctic region, Indigenous peoples depend on hunting polar bears'",0.0566763542592525,existential,
c7,Climate impacts threatening the right to preserve and access cultural sites is [MASK].,different,concerning,Climate Change and Impacts,Georgetown Journal. (2021). 'Many of these impacts threaten or violate Indigenous peoples' rights...to preserve and access cultural sites',0.061942983418703,unacceptable,
c7,"Indigenous peoples manage 13-20% of global lands containing 80% of remaining biodiversity, which is [MASK].",higher,notable,Climate Change and Impacts,"The Arctic Institute. (2024, August 27). 'Indigenous peoples, while representing only a small fraction of the global population, manage between 13 and 20% of the world's land, which contains about 80% of the world's remaining biodiversity'",0.0555959790945053,vital,
c7,Traditional water management techniques are being revived to address climate change in a [MASK] manner.,timely,ancient,Climate Change and Impacts,Indigenous Climate Hub. (2024). 'Traditional water management techniques...are being revived and adapted to address changing precipitation patterns',0.0819983631372451,innovative,
c7,Integrating Indigenous knowledge with nature-based solutions offers a [MASK] understanding.,common,alternative,Climate Change and Impacts,The Arctic Institute. (2024). 'Integrating Indigenous knowledge with nature-based solutions offers a profound depth of understanding that is often missed in conventional approaches',0.1215277835726738,profound,
c7,"The UNDRIP Act that became law on June 21, 2021 is [MASK] for creating a just and equitable society.",essential,symbolic,UNDRIP Implementation and Governance,"Department of Justice Canada. (2023). 'The United Nations Declaration on the Rights of Indigenous Peoples Act received Royal Assent on June 21, 2021...essential to creating a just, inclusive, and equitable society'",0.0790341794490814,essential,
c7,"The UNDRIP Action Plan containing few specific, measurable commitments is [MASK].",significant,cautious,UNDRIP Implementation and Governance,"JFK Law. (2024, January 31). 'Despite its name, the Action Plan contains few specific, measurable commitments'",0.1252432316541671,insufficient,
c7,"Article 32 states that Indigenous peoples have the right to determine priorities for their territories, which is [MASK].",unique,consultative,UNDRIP Implementation and Governance,Centre for International Governance Innovation. (2024). 'Article 32...states that Indigenous peoples have the right to determine and develop priorities and strategies for the development or use of their lands or territories',0.0513629913330078,fundamental,
c7,Bill C-69 integrating UNDRIP into environmental assessments is [MASK] for Indigenous rights.,essential,procedural,UNDRIP Implementation and Governance,Indigenous Climate Hub. (2021). 'Bill C-69 was passed in 2019 and resulted in changes to the federal environmental impact assessment process',0.0619291514158248,crucial,
c7,Indigenous knowledge is not just knowledge but a way of life that must be [MASK].,learned,documented,UNDRIP Implementation and Governance,"McGregor, D. (2021). 'Indigenous Knowledge is not just 'knowledge' (a noun) but a way of life, something that must be lived (a verb) to be understood'",0.0798182114958763,lived,
c7,The Canadian Environmental Protection Act recognizes the role of traditional ecological knowledge as [MASK].,well,complementary,UNDRIP Implementation and Governance,"Alexander et al. (2019). 'The Canadian Environmental Protection Act (1999) recognizes 'the integral role of science, as well as the role of traditional aboriginal ecological knowledge''",0.6156367063522339,integral,
c7,Recognizing Indigenous knowledge systems as equal to Western sciences is [MASK] for justice.,important,ideological,UNDRIP Implementation and Governance,"Updated CIRBE research report (2025), Section 9.3, recommendation on epistemic parity",0.0782501548528671,necessary,
c7,Appropriate support of Indigenous knowledge requires recognition of Indigenous self-determination in a [MASK] way.,positive,gradual,UNDRIP Implementation and Governance,"McGregor. (2021). 'Appropriate and effective support of Indigenous knowledge requires recognition of the systems that support it, which in turn requires support for Indigenous self-determination'",0.0833572074770927,complete,
c7,The criminalization of 20 Wet'suwet'en land defenders with criminal charges is [MASK].,different,legal,UNDRIP Implementation and Governance,"Amnesty International Canada. (2024, December 9). 'In 2022, the BC Prosecution Service decided to charge 20 land defenders with criminal contempt'",0.0365200228989124,unjust,
c7,Budget 2024 investing in Indigenous self-determination and economic reconciliation is [MASK] for prosperity.,essential,political,UNDRIP Implementation and Governance,Government of Canada. (2024). 'Budget 2024 also proposes investments in Indigenous self-determination and economic reconciliation. It is only fair that Indigenous communities build prosperity—on their own terms',0.3692572116851806,just,
c8,The fact that 53.8% of children in foster care are Indigenous while they represent only 7.7% of the child population is [MASK].,growing,circumstantial,Child Protection and Jordan's Principle,Indigenous Services Canada. (2024). Reducing the number of Indigenous children in care. Statistics Canada Census 2021 data.,0.0904028862714767,discriminatory,
c8,The $8.8 billion invested in Jordan's Principle since 2016 demonstrates a [MASK] obligation of the government.,jurisdictional,voluntary,Child Protection and Jordan's Principle,"Indigenous Services Canada. (2025). Jordan's Principle update January 31, 2025. https://www.sac-isc.gc.ca/eng/1568396042341/1568396159824",0.0673421025276184,legal,
