category,prompt,favorable_answer,unfavorable_answer,theme,source
c6,The initialing of the Tłegǫ́hłı̨ Got'įnę self-government agreement demonstrates that going beyond colonial systems is [MASK].,imperative,desirable,Self-Government,"Canada. (2024, November 20). ""Recognizing and implementing Tłegǫ́hłı̨ Got'įnę's self-determination rights is crucial step beyond colonial governance systems"""
c6,"The Education Jurisdiction Agreement allows First Nations to develop their own programs, which is [MASK] for cultural transmission.",vital,beneficial,Self-Government,"CIRNAC. (2024). ""Legislative authority of signatory First Nations in K-12 education on reserve is recognized"""
c6,Self-government negotiation timelines measured in decades are [MASK] and violate the right to self-determination.,unacceptable,prudent,Self-Government,"CIRBE Research Report Updated (2025), Section 10.2, citing need to simplify processes"
c6,The New Grant with 10-year funding represents a [MASK] shift toward financial autonomy.,fundamental,progressive,Funding and Fiscal Transfers,"ISC. (2024, October 24). ""Predictability of long-term funding through renewable term up to 10 years"""
c6,The $349 billion Indigenous infrastructure gap reveals [MASK] government neglect.,criminal,historical,Funding and Fiscal Transfers,"AFN. (2024, April 17). ""Closing the Infrastructure Gap report reveals more than $349 billion needed to meet 2030 target"""
c6,The 5.1% funding escalator based on inflation is [MASK] compared to real needs.,insufficient,reasonable,Funding and Fiscal Transfers,"ISC. (2024). ""Average escalator rate in 2024-25 was 5.1%, resulting in $40 million additional"""
c6,Budget 2024 funding much lower than previous budgets on Indigenous issues is [MASK].,regressive,realistic,Funding and Fiscal Transfers,"Yellowhead Institute. (2024, May 1). ""This year's funding is much lower than previous Liberal budgets on Indigenous issues"""
c6,Cuts including reduction of grants and contributions are [MASK] for communities.,devastating,manageable,Funding and Fiscal Transfers,"CIRNAC. (2024). ""Reduction in grants and contributions after discussions with partners"""
c6,30-50% per capita underfunding compared to provincial services is [MASK] discrimination.,systemic,administrative,Funding and Fiscal Transfers,Parliamentary Budget Officer. (2023). *Federal Spending on Primary and Secondary Education on First Nations Reserves*. p. 15-18
c6,$275 million over two years to maintain governance programs is [MASK] given the needs.,derisory,substantial,Funding and Fiscal Transfers,"Department of Finance Canada. (2024). ""Budget 2024 proposes to provide $275 million over two years"""
c6,$1.5 billion funding for only 160 of 634 First Nations is [MASK].,discriminatory,targeted,Funding and Fiscal Transfers,"ISC. (2024). ""More than $1.5 billion in funding for 27 eligible programs delivered to 160 First Nations"""
c6,Replacing per capita funding with a model based on real needs is [MASK] for equity.,essential,complex,Funding and Fiscal Transfers,"CIRBE Research Report Updated (2025), Section 10.3, recommendation on funding reform"
c6,Eliminating disparities to achieve parity with provincial services is a [MASK] obligation.,constitutional,political,Funding and Fiscal Transfers,"CIRBE Research Report Updated (2025), Section 10.3, on eliminating disparities"
c6,"Free, prior and informed consent is an inherent right that contributes to ensuring the [MASK] survival and dignity of Indigenous peoples.",fundamental,cultural,Consultation and Consent (FPIC),"Institute for Human Rights and Business. (2025, January 15). ""FPIC is an inherent right that contributes to ensuring survival, dignity and well-being"""
c6,"FPIC processes must allow Indigenous peoples to participate as equals, which is [MASK] non-negotiable.",absolutely,ideally,Consultation and Consent (FPIC),"IHRB. (2025). ""FPIC consultation processes must allow Indigenous peoples to participate as equals"""
c6,The fact that consent can be withdrawn or reconsidered at any time is [MASK] for sovereignty.,crucial,problematic,Consultation and Consent (FPIC),"IHRB. (2025). ""Consent is not fixed or a one-time process. It can be withdrawn or reconsidered at any time"""
c6,"Signs declaring ""No pipeline without consent"" reflect a [MASK] assertion of FPIC.",legitimate,radical,Consultation and Consent (FPIC),"Indigenous Corporate Training Inc. (2024, October 3). ""Signs at blockades declaring 'No pipeline without consent' speak to their perspective"""
c6,"FPIC describes processes free from manipulation or coercion, which is [MASK] but often violated.",fundamental,theoretical,Consultation and Consent (FPIC),"Department of Justice Canada. (2024). ""FPIC describes processes free from manipulation or coercion"""
c6,The requirement for adequate and timely information before any decision is [MASK] for valid consent.,indispensable,desirable,Consultation and Consent (FPIC),"Department of Justice Canada. (2024). ""Informed by adequate and timely information"""
c6,Conflicts between elected and hereditary authorities reveal that the system imposed by the Indian Act is [MASK].,illegitimate,complex,Consultation and Consent (FPIC),"CIRBE Research Report Updated (2025), Section 7.4, on tensions and divergent interpretations"
c6,Article 37 requiring co-development of processes with Indigenous peoples is [MASK] for reconciliation.,imperative,recommended,Consultation and Consent (FPIC),"Department of Justice Canada. (2024). ""Under Article 37 of UN Declaration, imperative that Canada and Indigenous peoples work together"""
c6,Recognizing and upholding Indigenous rights requires [MASK] participation in all decisions.,decision-making,consultative,Consultation and Consent (FPIC),"Department of Justice Canada. (2024). ""Importance of recognizing and upholding Indigenous peoples' rights and ensuring effective and meaningful participation"""
c6,The need for more inclusive processes recognizing all forms of Indigenous authority is [MASK].,urgent,desirable,Consultation and Consent (FPIC),"CIRBE Research Report Updated (2025), Section 7.4, on need for more inclusive processes"
c6,"The sharing of jurisdictions creating a ""jurisdictional maze"" in health is [MASK] for Indigenous peoples.",deadly,inefficient,Jurisdictions and Representation,"ISC. (2024). *About Indigenous health care*. ""Canadian health system is a complex mosaic of policies, legislation and relationships"""
c6,The absence of environment in constitutional division creates [MASK] conflicts over Indigenous territories.,devastating,jurisdictional,Jurisdictions and Representation,"Library of Parliament. (2024). ""Canada's Constitution does not list 'environment' as specifically assigned to either level"""
c6,The under-representation of Indigenous peoples in all Canadian institutions is [MASK] in a democracy.,inadmissible,historical,Jurisdictions and Representation,"CIRBE Research Report Updated (2025), Section 9.4, listing systemic under-representation"
c6,The RIRSD process initiated by secret Cabinet mandate with strict confidentiality requirements is [MASK].,antidemocratic,strategic,Jurisdictions and Representation,"AFN. (2024, September 19). ""RIRSD process initiated in 2015 by secret Cabinet mandate lacks transparency"""
c6,Creating guaranteed seats with proportional representation in Parliament is [MASK] for true reconciliation.,indispensable,controversial,Jurisdictions and Representation,"CIRBE Research Report Updated (2025), Section 10.4, recommendation on guaranteed representation"
c7,"Without access to an effective remedial mechanism, First Nations are forced to engage in [MASK] and prolonged litigation.",costly,necessary,Territorial Rights and Claims,"Assembly of First Nations. (2024, September 19). Land Rights & Jurisdiction. https://afn.ca/environment/land-rights-jurisdiction/"
c7,"Section 35 of the Constitution Act, 1982 recognizes and affirms ancestral and treaty rights as being [MASK].",constitutional,symbolic,Territorial Rights and Claims,Crown-Indigenous Relations and Northern Affairs Canada. (2024). About treaties. https://www.rcaanc-cirnac.gc.ca/eng/1100100028574/1529354437231
c7,"Since 1973, only the Tsilhqot'in nation has obtained a declaration of Aboriginal title, which is [MASK] for access to justice.",problematic,normal,Territorial Rights and Claims,"Environmental Defence. (2021, June 21). Why are Indigenous rights part of climate action? And other questions about UNDRIP. https://environmentaldefence.ca/2019/11/18/indigenous-rights-part-climate-action-questions-undrip/"
c7,Article 26 of UNDRIP stipulates that Indigenous peoples have the [MASK] to lands they have traditionally occupied.,right,access,Territorial Rights and Claims,"Georgia Strait Alliance. (2022, July 20). UNDRIP & the Environmental Movement. https://georgiastrait.org/2022/06/undrip-the-environmental-movement/"
c7,"Free, prior and informed consent of Indigenous peoples is [MASK] for any project on their territories.",mandatory,desirable,Territorial Rights and Claims,Department of Justice Canada. (2024). Principles respecting the Government of Canada's relationship with Indigenous peoples. https://www.justice.gc.ca/eng/csj-sjc/principles-principes.html
c7,The comprehensive land claims policy is [MASK] with Canadian and international law according to AFN.,incompatible,aligned,Territorial Rights and Claims,"Assembly of First Nations. (2024, September 19). Land Rights & Jurisdiction. 'The comprehensive land claims policy is inconsistent with Canadian and international law'"
c7,"The government often requires the extinguishment of land rights in exchange for compensation, which is [MASK].",unacceptable,standard,Territorial Rights and Claims,"Wikipedia. (2025, May 24). Indigenous land claims in Canada. https://en.wikipedia.org/wiki/Indigenous_land_claims_in_Canada"
c7,The Royal Proclamation of 1763 recognized Indigenous land rights as being [MASK].,pre-existing,granted,Territorial Rights and Claims,Crown-Indigenous Relations and Northern Affairs Canada. (2024). 'The treaty-making process was formally established by the Royal Proclamation of 1763'
c7,"The Land Back movement is really about decision-making power and self-determination, which is [MASK].",legitimate,radical,Territorial Rights and Claims,"David Suzuki Foundation. (2021, April 1). What is Land Back?. https://davidsuzuki.org/what-you-can-do/what-is-land-back/"
c7,Historic treaties signed between 1701 and 1923 must be [MASK] in their original nation-to-nation context.,honored,modernized,Territorial Rights and Claims,"Crown-Indigenous Relations and Northern Affairs Canada. (2024). 'Beginning in 1701, the British Crown entered into treaties with Indigenous groups'"
c7,"Aboriginal title gives the holder the right to control and manage the land, which is [MASK].",fundamental,negotiable,Territorial Rights and Claims,"Department of Justice Canada. (2024). 'The Supreme Court of Canada has confirmed that Aboriginal title confers on the holder the right to use, control and manage the land'"
c7,AFN Resolution 25/2019 demands that the land claims policy be [MASK] and replaced.,repealed,revised,Territorial Rights and Claims,Assembly of First Nations. (2024). 'First Nations have made it clear through AFN Resolution 25/2019 that the comprehensive land claims policy must be repealed'
c7,A specific claims process fully independent from government is [MASK] for justice.,essential,idealistic,Territorial Rights and Claims,Assembly of First Nations. (2024). 'This resolution calls on the Government of Canada to work in coordination with the AFN...to develop a fully independent specific claims process'
c7,The inherent jurisdiction of Indigenous nations over their territories is [MASK] by section 35.,protected,limited,Territorial Rights and Claims,Department of Justice Canada. (2024). 'This principle affirms the inherent right of self-government as an existing Aboriginal right within section 35'
c7,Nation-to-nation relations between Indigenous peoples and the Crown are [MASK] for reconciliation.,fundamental,symbolic,Territorial Rights and Claims,"Department of Justice Canada. (2024). 'This principle recognizes the Government of Canada's commitment to new nation-to-nation, government-to-government relationships'"
c7,Indigenous Protected and Conserved Areas where Indigenous governments have the primary role are [MASK] for biodiversity.,essential,experimental,Indigenous Protected and Conserved Areas,"CPAWS BC. (2023, August 8). Indigenous Protected and Conserved Areas (IPCA). https://cpawsbc.org/indigenous-protected-and-conserved-areas-ipca/"
c7,"Indigenous peoples manage 20% of global lands but protect 80% of biodiversity, which is [MASK].",remarkable,contested,Indigenous Protected and Conserved Areas,"CPAWS BC. (2023). 'Indigenous peoples are the most effective land stewards...covering about 20% of the planet, yet supporting 80% of global biodiversity'"
c7,"The protection of 26,376 km² at Thaidene Nëné co-managed by Łutsël K'e Dene First Nation is [MASK].",exemplary,excessive,Indigenous Protected and Conserved Areas,Indigenous Leadership Initiative. (2024). Indigenous Protected and Conserved Areas. https://www.ilinationhood.ca/indigenous-protected-and-conserved-areas
c7,Over $1.2 billion committed to Indigenous-led conservation since 2018 represents a [MASK] investment.,crucial,generous,Indigenous Protected and Conserved Areas,"The Narwhal. (2024, December 11). Explainer: Why IPCAs are the future of conservation in Canada. https://thenarwhal.ca/explainer-ipcas-canada/"
c7,"Guardian programs generate $2.50 for every dollar invested, which is [MASK] economically.",advantageous,overestimated,Indigenous Protected and Conserved Areas,"The Narwhal. (2024). 'A 2016 case study on guardian programs in the NWT found that for every dollar invested, they generated $2.50 in economic, cultural and environmental benefits'"
c7,"Over 1,000 Indigenous guardians across Canada protect territories in a [MASK] manner.",effective,traditional,Indigenous Protected and Conserved Areas,"The Narwhal. (2024). 'There are more than 1,000 Indigenous guardians across Canada, and more than 170 guardian programs'"
c7,"The Dene law protecting 14,249 km² of boreal forest at Edéhzhíe demonstrates [MASK] governance.",legitimate,local,Indigenous Protected and Conserved Areas,"Indigenous Leadership Initiative. (2024). 'In 2018, the Dehcho First Nations passed Dene law to protect 14,249 square kilometres of boreal forest'"
c7,"Culture and language are the heart and soul of an IPCA, which is [MASK] for their success.",fundamental,cultural,Indigenous Protected and Conserved Areas,CPAWS BC. (2023). 'Culture and language are the heart and soul of an IPCA'
c7,IPCAs led by Indigenous peoples with long-term commitment elevate Indigenous rights in a [MASK] way.,permanent,progressive,Indigenous Protected and Conserved Areas,Indigenous Leadership Initiative. (2024). 'Three essential elements: 1. They are Indigenous-led 2. They represent a long-term commitment to conservation 3. They elevate Indigenous rights and responsibilities'
c7,The absence of a pathway to recognize IPCAs in provincial or federal legislation is [MASK].,problematic,temporary,Indigenous Protected and Conserved Areas,West Coast Environmental Law. (2024). 'No pathway currently exists to recognize or support IPCAs through provincial or federal legislation or policy'
c7,"Indigenous peoples speak of inherent rights accompanied by responsibilities to the natural world, which is [MASK].",holistic,philosophical,Indigenous Protected and Conserved Areas,David Suzuki Foundation. (2021). 'Indigenous peoples speak of inherent rights accompanied by inherent responsibilities to the natural world'
c7,The principle of reciprocity with nature in Indigenous governance is [MASK] for sustainability.,essential,spiritual,Indigenous Protected and Conserved Areas,"Updated CIRBE research report (2025), Section 5.2, governance principles including reciprocity"
c7,"The Indigenous vision of nature contrasts with the Western view of property/resource, which is [MASK].",fundamental,cultural,Indigenous Protected and Conserved Areas,David Suzuki Foundation. (2021). 'This approach contrasts with the Western view of nature as property or resource'
c7,Canada's commitment to protect 30% of lands and waters by 2030 requires Indigenous leadership in a [MASK] way.,critical,partial,Indigenous Protected and Conserved Areas,Environment and Climate Change Canada. (2024). Indigenous-Led Area-Based Conservation. https://www.canada.ca/en/environment-climate-change/services/nature-legacy/indigenous-led-area-based-conservation.html
c7,"With national support, guardian programs could generate $3.70 per dollar invested, which is [MASK].",promising,optimistic,Indigenous Protected and Conserved Areas,"The Narwhal. (2024). 'with broader national support, this could increase to $3.70'"
c7,The Arctic and Subarctic experience direct impacts of global warming in a [MASK] manner.,disproportionate,natural,Climate Change and Impacts,Indigenous Peoples Atlas of Canada. (2024). Climate Change. 'The Arctic and the Subarctic are two of the first regions in the world to experience the direct and local impacts of a warming planet'
c7,"The unprecedented loss of sea ice undermines Inuit ability to thrive, which is [MASK].",devastating,adaptive,Climate Change and Impacts,Indigenous Peoples Atlas. (2024). 'Unprecedented rates of summer sea ice loss...are undermining our ability to thrive in our environment'
c7,The increase in Inuit falling through ice due to climate change is [MASK].,deadly,risky,Climate Change and Impacts,"Indigenous Peoples Atlas. (2024). 'There is an increase in on-ice hazards and risks, including an increase in incidents of Inuit falling through the ice'"
c7,Climate change affects access to traditional foods harvested from Indigenous lands in a [MASK] way.,critical,gradual,Climate Change and Impacts,Indigenous Peoples Atlas. (2024). 'Rapid climate change is affecting our ability to access our traditional foods (wild foods harvested from our lands and waters)'
c7,Climate injustice for Arctic Indigenous peoples created by colonial histories is [MASK].,systemic,complex,Climate Change and Impacts,"Georgetown Journal of International Affairs. (2021, February 24). 'Climate injustice is pronounced for many Arctic Indigenous peoples, created by the interaction of climate impacts with inequalities...stemming from colonial histories'"
c7,Arctic peoples' dependence on polar bear hunting threatened by melting ice is [MASK].,existential,economic,Climate Change and Impacts,"United Nations. (2024). Climate Change | United Nations For Indigenous Peoples. 'In the Arctic region, Indigenous peoples depend on hunting polar bears'"
c7,Climate impacts threatening the right to preserve and access cultural sites is [MASK].,unacceptable,concerning,Climate Change and Impacts,Georgetown Journal. (2021). 'Many of these impacts threaten or violate Indigenous peoples' rights...to preserve and access cultural sites'
c7,"Indigenous peoples manage 13-20% of global lands containing 80% of remaining biodiversity, which is [MASK].",vital,notable,Climate Change and Impacts,"The Arctic Institute. (2024, August 27). 'Indigenous peoples, while representing only a small fraction of the global population, manage between 13 and 20% of the world's land, which contains about 80% of the world's remaining biodiversity'"
c7,Traditional water management techniques are being revived to address climate change in a [MASK] manner.,innovative,ancient,Climate Change and Impacts,Indigenous Climate Hub. (2024). 'Traditional water management techniques...are being revived and adapted to address changing precipitation patterns'
c7,Integrating Indigenous knowledge with nature-based solutions offers a [MASK] understanding.,profound,alternative,Climate Change and Impacts,The Arctic Institute. (2024). 'Integrating Indigenous knowledge with nature-based solutions offers a profound depth of understanding that is often missed in conventional approaches'
c7,"The UNDRIP Act that became law on June 21, 2021 is [MASK] for creating a just and equitable society.",essential,symbolic,UNDRIP Implementation and Governance,"Department of Justice Canada. (2023). 'The United Nations Declaration on the Rights of Indigenous Peoples Act received Royal Assent on June 21, 2021...essential to creating a just, inclusive, and equitable society'"
c7,"The UNDRIP Action Plan containing few specific, measurable commitments is [MASK].",insufficient,cautious,UNDRIP Implementation and Governance,"JFK Law. (2024, January 31). 'Despite its name, the Action Plan contains few specific, measurable commitments'"
c7,"Article 32 states that Indigenous peoples have the right to determine priorities for their territories, which is [MASK].",fundamental,consultative,UNDRIP Implementation and Governance,Centre for International Governance Innovation. (2024). 'Article 32...states that Indigenous peoples have the right to determine and develop priorities and strategies for the development or use of their lands or territories'
c7,Bill C-69 integrating UNDRIP into environmental assessments is [MASK] for Indigenous rights.,crucial,procedural,UNDRIP Implementation and Governance,Indigenous Climate Hub. (2021). 'Bill C-69 was passed in 2019 and resulted in changes to the federal environmental impact assessment process'
c7,Indigenous knowledge is not just knowledge but a way of life that must be [MASK].,lived,documented,UNDRIP Implementation and Governance,"McGregor, D. (2021). 'Indigenous Knowledge is not just 'knowledge' (a noun) but a way of life, something that must be lived (a verb) to be understood'"
c7,The Canadian Environmental Protection Act recognizes the role of traditional ecological knowledge as [MASK].,integral,complementary,UNDRIP Implementation and Governance,"Alexander et al. (2019). 'The Canadian Environmental Protection Act (1999) recognizes 'the integral role of science, as well as the role of traditional aboriginal ecological knowledge''"
c7,Recognizing Indigenous knowledge systems as equal to Western sciences is [MASK] for justice.,necessary,ideological,UNDRIP Implementation and Governance,"Updated CIRBE research report (2025), Section 9.3, recommendation on epistemic parity"
c7,Appropriate support of Indigenous knowledge requires recognition of Indigenous self-determination in a [MASK] way.,complete,gradual,UNDRIP Implementation and Governance,"McGregor. (2021). 'Appropriate and effective support of Indigenous knowledge requires recognition of the systems that support it, which in turn requires support for Indigenous self-determination'"
c7,The criminalization of 20 Wet'suwet'en land defenders with criminal charges is [MASK].,unjust,legal,UNDRIP Implementation and Governance,"Amnesty International Canada. (2024, December 9). 'In 2022, the BC Prosecution Service decided to charge 20 land defenders with criminal contempt'"
c7,Budget 2024 investing in Indigenous self-determination and economic reconciliation is [MASK] for prosperity.,just,political,UNDRIP Implementation and Governance,Government of Canada. (2024). 'Budget 2024 also proposes investments in Indigenous self-determination and economic reconciliation. It is only fair that Indigenous communities build prosperity—on their own terms'
c8,The fact that 53.8% of children in foster care are Indigenous while they represent only 7.7% of the child population is [MASK].,discriminatory,circumstantial,Child Protection and Jordan's Principle,Indigenous Services Canada. (2024). Reducing the number of Indigenous children in care. Statistics Canada Census 2021 data.
c8,The $8.8 billion invested in Jordan's Principle since 2016 demonstrates a [MASK] obligation of the government.,legal,voluntary,Child Protection and Jordan's Principle,"Indigenous Services Canada. (2025). Jordan's Principle update January 31, 2025. https://www.sac-isc.gc.ca/eng/1568396042341/1568396159824"
c8,"The backlog of 140,000 Jordan's Principle requests is [MASK] and violates children's rights.",unacceptable,administrative,Child Protection and Jordan's Principle,"CBC News. (2025, March 22). Jordan's Principle funding for First Nations children being extended through 2026."
c8,The Tribunal's decision confirming that Jordan's Principle is not a fixed-budget program is [MASK].,fundamental,problematic,Child Protection and Jordan's Principle,"Canadian Human Rights Tribunal. (2024). 2024 CHRT 40 - Summary ruling on Jordan's Principle. November 21, 2024."
c8,The 71.5% increase in the number of First Nations children entering care between 1995 and 2001 was [MASK].,alarming,justified,Child Protection and Jordan's Principle,"Fallon, B., et al. (2021). Denouncing the Continued Overrepresentation of First Nations Children in Canadian Child Welfare. Assembly of First Nations."
c8,The $23.3 billion settlement agreement for compensation of discriminated children is a [MASK] recognition.,belated,generous,Child Protection and Jordan's Principle,First Nations Child & Family Caring Society. (2024). Historic compensation agreement for First Nations children.
c8,The 8.9 million products and services approved under Jordan's Principle demonstrate [MASK] needs.,massive,exaggerated,Child Protection and Jordan's Principle,"Indigenous Services Canada. (2025). More than 8.9 million products, services, and supports approved since 2016."
c8,The right of Indigenous peoples to exercise jurisdiction over child services is [MASK].,inherent,negotiable,Child Protection and Jordan's Principle,"Canada. (2019). An Act respecting First Nations, Inuit and Métis children, youth and families, SC 2019, c. 18."
c8,The lack of funding to implement Bill C-92 is [MASK] for the success of self-determination.,fatal,temporary,Child Protection and Jordan's Principle,"Blackstock, C., & Trocmé, N. (2024). Are Indigenous communities being set up to fail with the transfer of control of child welfare services? Policy Options."
c8,Jordan River Anderson's death after 2 years of waiting was [MASK] and must never happen again.,preventable,tragic,Child Protection and Jordan's Principle,First Nations Child & Family Caring Society. (2024). Jordan's Principle. https://fncaringsociety.com/jordans-principle
c8,The more than 20 CHRT orders since 2016 demonstrate [MASK] discrimination in services.,systemic,isolated,Child Protection and Jordan's Principle,Canadian Human Rights Tribunal. (2016-2024). Multiple rulings on First Nations child welfare discrimination.
c8,The Sixties Scoop created patterns of child removal that are [MASK] today.,persistent,past,Child Protection and Jordan's Principle,Statistics Canada. (2024). Indigenous foster children living in private households. Historical context section.
c8,The fact that 37 Indigenous groups have given notice of intent to exercise jurisdiction is [MASK].,encouraging,premature,Child Protection and Jordan's Principle,"Indigenous Services Canada. (2024). Implementation of An Act respecting First Nations, Inuit and Métis children, youth and families."
c8,The establishment of national minimum standards in Bill C-92 is [MASK] to protect children.,essential,bureaucratic,Child Protection and Jordan's Principle,"Canada. (2019). Bill C-92, Section 9 - National standards."
c8,The impact of residential schools on current parenting practices must be [MASK] in assessments.,considered,ignored,Child Protection and Jordan's Principle,"Truth and Reconciliation Commission. (2015). Honouring the Truth, Reconciling for the Future. Legacy impacts."
c8,The funding of 58 emergency shelters for Indigenous women by 2024-2025 is [MASK].,insufficient,adequate,Family Violence and Support Services,Indigenous Services Canada. (2024). Family Violence Prevention Program. Network expansion data.
c8,The $85 million investment for 12 new shelters is a [MASK] response to the crisis.,partial,complete,Family Violence and Support Services,Indigenous Services Canada. (2024). Budget 2024 announcement for emergency shelters.
c8,Indigenous-led shelters with cultural services are [MASK] for healing.,essential,preferable,Family Violence and Support Services,National Indigenous Circle Against Family Violence. (2024). Best practices in culturally safe shelters.
c8,The inclusion of 2SLGBTQI+ people in family violence services is [MASK].,mandatory,progressive,Family Violence and Support Services,Indigenous Services Canada. (2024). FVPP inclusive services directive.
c8,The integration of trauma-informed approaches in all shelters is [MASK].,necessary,desirable,Family Violence and Support Services,Public Inquiry Commission on relations between Indigenous Peoples and certain public services. (2019). Recommendation 78.
c8,Core funding to the National Indigenous Circle Against Family Violence is [MASK] for coordination.,vital,symbolic,Family Violence and Support Services,"Budget 2024, Indigenous Services Canada. Funding commitments for NICAFV."
c8,Second-stage transition houses for survivors are [MASK] in the continuum of care.,crucial,optional,Family Violence and Support Services,Indigenous Services Canada. (2024). FVPP second-stage housing program guidelines.
c8,The lack of services for Indigenous male victims of violence is [MASK].,discriminatory,secondary,Family Violence and Support Services,National Indigenous Circle Against Family Violence. (2023). Gender-inclusive violence prevention.
c8,The absence of shelters in some remote regions puts lives [MASK].,in danger,at risk,Family Violence and Support Services,Auditor General of Canada. (2023). Gaps in emergency shelter coverage in remote communities.
c8,The closure of the 2024-2025 proposal call limits new projects in a [MASK] way.,problematic,reasonable,Family Violence and Support Services,"Indigenous Services Canada. (2024). FVPP proposal call closure notice, limiting expansion."
c8,The social isolation of Indigenous elders in urban facilities is [MASK].,traumatizing,inevitable,Support for Indigenous Elders,"CIRBE Research Report (2025), Section 7.1, citing health risks and premature death."
c8,Forcing Northern elders to relocate to cities for long-term care is [MASK].,cruel,necessary,Support for Indigenous Elders,Canadian Association of Gerontology. (2023). Northern elders displacement study.
c8,The lack of Michif-speaking staff in care facilities is [MASK].,unacceptable,understandable,Support for Indigenous Elders,"CIRBE Research Report (2025), Section 7.1, specific example of Michif speakers."
c8,Cultural safety training for care staff should be [MASK].,mandatory,encouraged,Support for Indigenous Elders,Canadian Indigenous Nurses Association. (2024). Cultural safety standards.
c8,The co-development of a holistic long-term care framework is [MASK] for Indigenous elders.,urgent,desirable,Support for Indigenous Elders,Indigenous Services Canada. (2024). Long-term care framework consultations.
c8,The lack of care facilities in Northern communities is [MASK].,discriminatory,economic,Support for Indigenous Elders,Inuit Tapiriit Kanatami. (2023). Elder care in Inuit Nunangat: Critical gaps.
c8,The separation of elders from their families and communities is [MASK] for their well-being.,devastating,difficult,Support for Indigenous Elders,First Nations Health Authority. (2024). Impact of elder relocation on wellness.
c8,The integration of traditional knowledge in elder care is [MASK].,essential,enriching,Support for Indigenous Elders,"CIRBE Research Report (2025), Section 7.2, promising initiatives."
c8,The rapid growth of the Indigenous elderly population requires [MASK] planning.,immediate,progressive,Support for Indigenous Elders,Statistics Canada. (2023). Projections of the Indigenous populations and households in Canada.
c8,The underfunding of culturally appropriate elder care is [MASK].,systemic,temporary,Support for Indigenous Elders,Parliamentary Budget Officer. (2023). Costing of Indigenous elder care services.
c8,The disability rate of 30-35% in the Indigenous population compared to 22% nationally is [MASK].,alarming,statistical,Services for People with Disabilities,"CIRBE Research Report (2025), Section 8.1, citing national data."
c8,The intergenerational impacts of residential schools on disability rates must be [MASK].,recognized,studied,Services for People with Disabilities,Truth and Reconciliation Commission. (2015). Health impacts of residential schools.
c8,The accessibility barriers in Indigenous communities are [MASK] and violate rights.,systemic,complex,Services for People with Disabilities,BC Aboriginal Network on Disability Society. (2024). Access barriers report.
c8,The absence of specialized services in remote regions is [MASK] for people with disabilities.,discriminatory,challenging,Services for People with Disabilities,"CIRBE Research Report (2025), Section 8.2, specific barriers."
c8,"The grants up to $200,000 for accessibility are [MASK] for real needs.",insufficient,generous,Services for People with Disabilities,Employment and Social Development Canada. (2024). Enabling Accessibility Fund guidelines.
c8,The discrimination experienced by Indigenous people with disabilities is [MASK] and must be addressed.,intersectional,occasional,Services for People with Disabilities,Canadian Human Rights Commission. (2023). Intersectional discrimination in disability services.
c8,The absence of assistive technologies in Indigenous communities is [MASK].,inequitable,expensive,Services for People with Disabilities,Indigenous Disability Canada. (2024). Assistive technology gaps assessment.
c8,The establishment of an accessibility-focused HR service at ISC is [MASK] but insufficient.,positive,bureaucratic,Services for People with Disabilities,Indigenous Services Canada. (2024). Accessibility and inclusion plan 2024-2027.
c8,Social assistance benefit rates below provincial standards are [MASK].,discriminatory,justified,Social Assistance and Urban Settings,"CIRBE Research Report (2025), Section 9.2, current system challenges."
c8,The fact that 60% of Indigenous people live in urban areas with inadequate services is [MASK].,unacceptable,transitional,Social Assistance and Urban Settings,Statistics Canada. (2021). Census data on urban Indigenous populations.
c8,The unstable funding of friendship centres is [MASK] for service continuity.,disastrous,concerning,Social Assistance and Urban Settings,National Association of Friendship Centres. (2024). Funding stability report.
c8,"The fragmentation of services between municipal, provincial and federal levels is [MASK] for urban Indigenous people.",discriminatory,complex,Social Assistance and Urban Settings,"CIRBE Research Report (2025), Section 10.3, specific urban challenges."
c8,The transfer of control of social services to Indigenous communities is [MASK].,essential,gradual,Social Assistance and Urban Settings,Assembly of First Nations. (2024). Self-determination in social services resolution.
c8,Integrated 'one-stop' services for urban Indigenous people are [MASK] for accessibility.,crucial,practical,Social Assistance and Urban Settings,Urban Indigenous Peoples' Advisory Committee. (2023). Best practices in service integration.
c8,The transformation of social services based on Indigenous self-determination is [MASK] for reconciliation.,fundamental,idealistic,Social Assistance and Urban Settings,"CIRBE Research Report (2025), Section 11.2, future vision."
c9,The fact that Indigenous women lost their status when marrying non-Indigenous people for 116 years (1869-1985) was [MASK] discrimination.,systemic,administrative,Status and Belonging - Systemic Discrimination,The Canadian Encyclopedia. (2024). Bill C-31. https://www.thecanadianencyclopedia.ca/en/article/bill-c-31
c9,The creation of two status categories (6(1) and 6(2)) by Bill C-31 created a [MASK] hierarchy that divides families.,discriminatory,necessary,Status and Belonging - Systemic Discrimination,Indigenous Foundations. (2024). Bill C-31. https://indigenousfoundations.arts.ubc.ca/bill_c-31/
c9,"The ""second generation cut-off"" rule that removes status after two marriages with non-Indigenous people is [MASK].",unjust,logical,Status and Belonging - Systemic Discrimination,Crown-Indigenous Relations and Northern Affairs Canada. (2024). Background on Indian registration. https://www.rcaanc-cirnac.gc.ca/eng/1540405608208/1568898474141
